Index,Title,Available Brands,Link
16,Ferric Citrate,5,https://medex.com.bd/generics/1606/ferric-citrate
17,Ferric Derisomaltose,3,https://medex.com.bd/generics/1879/ferric-derisomaltose
18,Ferric Maltol,12,https://medex.com.bd/generics/2193/ferric-maltol
19,Ferric Pyrophosphate Citrate,1,https://medex.com.bd/generics/1508/ferric-pyrophosphate-citrate
0,Ferrous Ascorbate,1,https://medex.com.bd/generics/460/ferrous-ascorbate
1,Ferrous Ascorbate + Folic Acid + Zinc Sulfate,9,https://medex.com.bd/generics/461/ferrous-ascorbate-folic-acid-zinc-sulfate
2,Ferrous Fumarate + Folic acid,23,https://medex.com.bd/generics/463/ferrous-fumarate-folic-acid
3,Ferrous Sulfate,15,https://medex.com.bd/generics/465/ferrous-sulfate
4,Ferrous Sulfate + Folic Acid,11,https://medex.com.bd/generics/466/ferrous-sulfate-folic-acid
5,Ferrous Sulfate + Folic Acid + Zinc Sulfate,50,https://medex.com.bd/generics/467/ferrous-sulfate-folic-acid-zinc-sulfate
6,Fexofenadine Hydrochloride,213,https://medex.com.bd/generics/468/fexofenadine-hydrochloride
7,Filgotinib Maleate,2,https://medex.com.bd/generics/2321/filgotinib-maleate
8,Filgrastim,13,https://medex.com.bd/generics/470/filgrastim
9,Finasteride [For Androgenic Alopecia],1,https://medex.com.bd/generics/1220/finasteride-for-androgenic-alopecia
10,Finasteride [For B.P.H.],2,https://medex.com.bd/generics/471/finasteride-for-bph
11,Finasteride + Tadalafil,3,https://medex.com.bd/generics/2195/finasteride-tadalafil
12,Finerenone,20,https://medex.com.bd/generics/2055/finerenone
13,Flavoxate Hydrochloride,7,https://medex.com.bd/generics/472/flavoxate-hydrochloride
14,Flecainide Acetate,1,https://medex.com.bd/generics/2369/flecainide-acetate
15,Flibanserin,6,https://medex.com.bd/generics/2048/flibanserin
16,Flucloxacillin Sodium,207,https://medex.com.bd/generics/473/flucloxacillin-sodium
17,Fluconazole,206,https://medex.com.bd/generics/474/fluconazole
18,Fluconazole (Ophthalmic),3,https://medex.com.bd/generics/475/fluconazole-ophthalmic
19,Fludarabine Phosphate,3,https://medex.com.bd/generics/1258/fludarabine-phosphate
0,Fludrocortisone Acetate,1,https://medex.com.bd/generics/1405/fludrocortisone-acetate
1,Flumazenil,1,https://medex.com.bd/generics/2223/flumazenil
2,Flunarizine,40,https://medex.com.bd/generics/477/flunarizine
3,Fluocinolone Acetonide,6,https://medex.com.bd/generics/480/fluocinolone-acetonide
4,Fluocinolone Acetonide + Hydroquinone + Tretinoin,16,https://medex.com.bd/generics/478/fluocinolone-acetonide-hydroquinone-tretinoin
5,Fluocinolone Acetonide + Neomycin Sulfate,2,https://medex.com.bd/generics/479/fluocinolone-acetonide-neomycin-sulfate
6,Fluormetholone + Neomycin Sulphate,1,https://medex.com.bd/generics/551/fluormetholone-neomycin-sulphate
7,Fluorometholone + Gentamicin,4,https://medex.com.bd/generics/1216/fluorometholone-gentamicin
8,Fluorometholone + Tetrahydrozoline,4,https://medex.com.bd/generics/1217/fluorometholone-tetrahydrozoline
9,Fluorometholone Acetate,16,https://medex.com.bd/generics/482/fluorometholone-acetate
10,Fluorouracil,8,https://medex.com.bd/generics/5/fluorouracil
11,Fluoxetine Hydrochloride,8,https://medex.com.bd/generics/483/fluoxetine-hydrochloride
12,Flupentixol + Melitracen,75,https://medex.com.bd/generics/485/flupentixol-melitracen
13,Flupentixol Dihydrochloride,2,https://medex.com.bd/generics/484/flupentixol-dihydrochloride
14,Fluphenazine + Nortriptyline,11,https://medex.com.bd/generics/487/fluphenazine-nortriptyline
15,Fluphenazine Decanoate,3,https://medex.com.bd/generics/486/fluphenazine-decanoate
16,Flurazepam,3,https://medex.com.bd/generics/488/flurazepam
17,Flurbiprofen,1,https://medex.com.bd/generics/489/flurbiprofen
18,Flutamide,1,https://medex.com.bd/generics/490/flutamide
19,Fluticasone Furoate,12,https://medex.com.bd/generics/491/fluticasone-furoate
0,Fluticasone Propionate (Inhaler),4,https://medex.com.bd/generics/1643/fluticasone-propionate-inhaler
1,Fluticasone Propionate (Nasal Spray),10,https://medex.com.bd/generics/492/fluticasone-propionate-nasal-spray
2,Fluticasone Propionate (Nebuliser Suspension),2,https://medex.com.bd/generics/1342/fluticasone-propionate-nebuliser-suspension
3,Fluticasone Propionate (Topical),15,https://medex.com.bd/generics/1341/fluticasone-propionate-topical
4,Fluticasone Propionate + Formoterol Fumarate,5,https://medex.com.bd/generics/1460/fluticasone-propionate-formoterol-fumarate
5,Fluvastatin,3,https://medex.com.bd/generics/493/fluvastatin
6,Fluvoxamine Maleate,8,https://medex.com.bd/generics/494/fluvoxamine-maleate
7,Folic Acid,13,https://medex.com.bd/generics/495/folic-acid
8,Folic Acid + Zinc Sulfate Monohydrate,14,https://medex.com.bd/generics/498/folic-acid-zinc-sulfate-monohydrate
9,Folinic Acid,26,https://medex.com.bd/generics/499/folinic-acid
10,Follicle Stimulating Hormone (FSH),4,https://medex.com.bd/generics/1410/follicle-stimulating-hormone-fsh
11,Follitropin Alfa,3,https://medex.com.bd/generics/500/follitropin-alfa
12,Follitropin Alfa + Lutropin Alfa,1,https://medex.com.bd/generics/1595/follitropin-alfa-lutropin-alfa
13,Follitropin Beta,2,https://medex.com.bd/generics/1177/follitropin-beta
14,Fondaparinux Sodium,1,https://medex.com.bd/generics/501/fondaparinux-sodium
15,Formoterol Fumarate + Glycopyrrolate + Budesonide,4,https://medex.com.bd/generics/1976/formoterol-fumarate-glycopyrrolate-budesonide
16,Fosfomycin Sodium,1,https://medex.com.bd/generics/2088/fosfomycin-sodium
17,Fosfomycin Trometamol,9,https://medex.com.bd/generics/1374/fosfomycin-trometamol
18,Fosphenytoin Sodium,1,https://medex.com.bd/generics/2154/fosphenytoin-sodium
19,Fructose,3,https://medex.com.bd/generics/504/fructose
0,Fulvestrant,4,https://medex.com.bd/generics/2103/fulvestrant
1,Furosemide,14,https://medex.com.bd/generics/505/furosemide
2,Furosemide + Spironolactone,41,https://medex.com.bd/generics/506/furosemide-spironolactone
3,Fusidic acid,2,https://medex.com.bd/generics/508/fusidic-acid
4,Fusidic acid + Betamethasone,8,https://medex.com.bd/generics/1972/fusidic-acid-betamethasone
5,Fusidic acid + Hydrocortisone,11,https://medex.com.bd/generics/509/fusidic-acid-hydrocortisone
6,Gabapentin,16,https://medex.com.bd/generics/510/gabapentin
7,Gadodiamide,2,https://medex.com.bd/generics/511/gadodiamide
8,Gadoteric Acid,1,https://medex.com.bd/generics/2337/gadoteric-acid
9,Ganciclovir (Ophthalmic),5,https://medex.com.bd/generics/513/ganciclovir-ophthalmic
10,Gatifloxacin,11,https://medex.com.bd/generics/514/gatifloxacin
11,Gatifloxacin + Dexamethasone,6,https://medex.com.bd/generics/338/gatifloxacin-dexamethasone
12,Gefapixant Citrate,3,https://medex.com.bd/generics/2198/gefapixant-citrate
13,Gefitinib,8,https://medex.com.bd/generics/517/gefitinib
14,Gemcitabine,24,https://medex.com.bd/generics/518/gemcitabine
15,Gemfibrozil,1,https://medex.com.bd/generics/1168/gemfibrozil
16,Gemifloxacin,20,https://medex.com.bd/generics/1182/gemifloxacin
17,Gentamicin + Hydrocortisone Acetate,7,https://medex.com.bd/generics/520/gentamicin-hydrocortisone-acetate
18,Gentamicin Sulfate (Injection),8,https://medex.com.bd/generics/1505/gentamicin-sulfate-injection
19,Gentamicin Sulfate (Ophthalmic),9,https://medex.com.bd/generics/1384/gentamicin-sulfate-ophthalmic
0,Gentamicin Sulfate (Topical),4,https://medex.com.bd/generics/1385/gentamicin-sulfate-topical
1,Gentian Violet,4,https://medex.com.bd/generics/521/gentian-violet
2,Gilteritinib Fumarate,1,https://medex.com.bd/generics/2441/gilteritinib-fumarate
3,Glecaprevir + Pibrentasvir,1,https://medex.com.bd/generics/1587/glecaprevir-pibrentasvir
4,Glibenclamide,5,https://medex.com.bd/generics/522/glibenclamide
5,Gliclazide,103,https://medex.com.bd/generics/523/gliclazide
6,Glimepiride,96,https://medex.com.bd/generics/524/glimepiride
7,Glimepiride + Metformin,18,https://medex.com.bd/generics/1471/glimepiride-metformin
8,Glipizide,7,https://medex.com.bd/generics/527/glipizide
9,Glipizide + Metformin Hydrochloride,6,https://medex.com.bd/generics/528/glipizide-metformin-hydrochloride
10,Glucosamine Hydrochloride,3,https://medex.com.bd/generics/529/glucosamine-hydrochloride
11,Glucosamine Sulfate + Chondroitin,42,https://medex.com.bd/generics/253/glucosamine-sulfate-chondroitin
12,Glucosamine Sulfate + Diacerein,24,https://medex.com.bd/generics/354/glucosamine-sulfate-diacerein
13,Glucose,5,https://medex.com.bd/generics/2221/glucose
14,Glucose 11% + Vamin 18 Novum + Intralipid 20%,1,https://medex.com.bd/generics/1880/glucose-11-vamin-18-novum-intralipid-20
15,Glucose 19% + Vamin 18 Novum + Intralipid 20%,1,https://medex.com.bd/generics/1889/glucose-19-vamin-18-novum-intralipid-20
16,Glucose-1-phosphate,1,https://medex.com.bd/generics/2408/glucose-1-phosphate
17,Glutaraldehyde,1,https://medex.com.bd/generics/2333/glutaraldehyde
18,Glycerin,6,https://medex.com.bd/generics/531/glycerin
19,Glycerin + Hypromellose + Polyethylene glycol + Tetrahydrozoline + Zinc Sulfate,3,https://medex.com.bd/generics/1479/glycerin-hypromellose-polyethylene-glycol-tetrahydrozoline-zinc-sulfate
0,Glycerol,4,https://medex.com.bd/generics/1620/glycerol
1,Glycerol + Hypromellose + Polyethylene Glycol 400,7,https://medex.com.bd/generics/552/glycerol-hypromellose-polyethylene-glycol-400
2,Glycerol + Liquid Sugar,4,https://medex.com.bd/generics/530/glycerol-liquid-sugar
3,Glycine,4,https://medex.com.bd/generics/533/glycine
4,Glycopyrronium Bromide (Inhalation capsule),5,https://medex.com.bd/generics/1466/glycopyrronium-bromide-inhalation-capsule
5,Glycopyrronium Bromide (Injection),2,https://medex.com.bd/generics/553/glycopyrronium-bromide-injection
6,Glycopyrronium Bromide (Oral solution),1,https://medex.com.bd/generics/1836/glycopyrronium-bromide-oral-solution
7,Glycopyrronium Bromide (Respirator Solution),3,https://medex.com.bd/generics/2028/glycopyrronium-bromide-respirator-solution
8,Glycopyrronium Bromide + Formoterol Fumarate,1,https://medex.com.bd/generics/1892/glycopyrronium-bromide-formoterol-fumarate
9,Golimumab,1,https://medex.com.bd/generics/1554/golimumab
10,Goserelin,4,https://medex.com.bd/generics/2210/goserelin
11,Gramacidin + Neomycin + Polymixin B,1,https://medex.com.bd/generics/555/gramacidin-neomycin-polymixin-b
12,Granisetron,2,https://medex.com.bd/generics/534/granisetron
13,Griseofulvin [Microsize],8,https://medex.com.bd/generics/535/griseofulvin-microsize
14,Guaifenesin + Dextromethorphan + Menthol,12,https://medex.com.bd/generics/1455/guaifenesin-dextromethorphan-menthol
15,Guaifenesin + Levomenthol + Diphenhydramine,20,https://medex.com.bd/generics/1452/guaifenesin-levomenthol-diphenhydramine
16,Halazone,3,https://medex.com.bd/generics/560/halazone
17,Halcinonide,4,https://medex.com.bd/generics/537/halcinonide
18,Halobetasol Propionate,10,https://medex.com.bd/generics/538/halobetasol-propionate
19,Halobetasol Propionate + Tazarotene,2,https://medex.com.bd/generics/1639/halobetasol-propionate-tazarotene
0,Haloperidol,8,https://medex.com.bd/generics/540/haloperidol
1,Halothane,1,https://medex.com.bd/generics/541/halothane
2,Hartmann's Solution,7,https://medex.com.bd/generics/181/hartmanns-solution
3,Heparin Sodium,4,https://medex.com.bd/generics/566/heparin-sodium
4,Hepatitis B Immuneglobulin,1,https://medex.com.bd/generics/1430/hepatitis-b-immuneglobulin
5,Hepatitis B Vaccine [rDNA],4,https://medex.com.bd/generics/543/hepatitis-b-vaccine-rdna
6,Homatropine Hydrobromide,3,https://medex.com.bd/generics/544/homatropine-hydrobromide
7,Human Anti-D Immunoglobulins,2,https://medex.com.bd/generics/546/human-anti-d-immunoglobulins
8,Human Chorionic Gonadotrophin,6,https://medex.com.bd/generics/547/human-chorionic-gonadotrophin
9,Human Coagulation Factor VIII,2,https://medex.com.bd/generics/2150/human-coagulation-factor-viii
10,Human immunoglobulin-G,9,https://medex.com.bd/generics/548/human-immunoglobulin-g
11,Human Menopausal Gonadotrophin,4,https://medex.com.bd/generics/1347/human-menopausal-gonadotrophin
12,Human Papillomavirus Bivalent,2,https://medex.com.bd/generics/563/human-papillomavirus-bivalent
13,Human Papillomavirus Quadrivalent,1,https://medex.com.bd/generics/1603/human-papillomavirus-quadrivalent
14,Human Tetanus Immunoglobulin,2,https://medex.com.bd/generics/1056/human-tetanus-immunoglobulin
15,Hyaluronic Acid,1,https://medex.com.bd/generics/2053/hyaluronic-acid
16,Hydrochlorothiazide,4,https://medex.com.bd/generics/549/hydrochlorothiazide
17,Hydrocortisone,16,https://medex.com.bd/generics/575/hydrocortisone
18,Hydrocortisone + Lidocaine,1,https://medex.com.bd/generics/576/hydrocortisone-lidocaine
19,Hydrocortisone + Neomycin Sulphate + Polymixin B,2,https://medex.com.bd/generics/577/hydrocortisone-neomycin-sulphate-polymixin-b
0,Hydrocortisone Acetate,6,https://medex.com.bd/generics/1190/hydrocortisone-acetate
1,Hydrocortisone Acetate + Benzyl Benzoate + Bismuth Subgallate + Bismuth Oxide + Balsam Peru + Zinc Oxide,1,https://medex.com.bd/generics/1777/hydrocortisone-acetate-benzyl-benzoate-bismuth-subgallate-bismuth-oxide-balsam-peru-zinc-oxide
2,Hydrocortisone Acetate + Neomycin Sulphate,1,https://medex.com.bd/generics/580/hydrocortisone-acetate-neomycin-sulphate
3,Hydrocortisone Butyrate,2,https://medex.com.bd/generics/1882/hydrocortisone-butyrate
4,Hydrogen peroxide (H2O2),3,https://medex.com.bd/generics/1196/hydrogen-peroxide-h2o2
5,Hydroquinone,3,https://medex.com.bd/generics/582/hydroquinone
6,Hydroquinone + Octyldimethyl + Dioxybenzone + Oxybenzone,1,https://medex.com.bd/generics/381/hydroquinone-octyldimethyl-dioxybenzone-oxybenzone
7,Hydroxocobalamin,1,https://medex.com.bd/generics/583/hydroxocobalamin
8,Hydroxychloroquine Sulphate,16,https://medex.com.bd/generics/584/hydroxychloroquine-sulphate
9,Hydroxyethyl Cellulose + Glycerin,4,https://medex.com.bd/generics/1636/hydroxyethyl-cellulose-glycerin
10,Hydroxyethyl Starch + Sodium Chloride,6,https://medex.com.bd/generics/898/hydroxyethyl-starch-sodium-chloride
11,Hydroxyprogesterone Caproate,6,https://medex.com.bd/generics/1411/hydroxyprogesterone-caproate
12,Hydroxypropyl Methylcellulose,6,https://medex.com.bd/generics/1543/hydroxypropyl-methylcellulose
13,Hydroxyurea,3,https://medex.com.bd/generics/586/hydroxyurea
14,Hydroxyzine  Hydrochloride,12,https://medex.com.bd/generics/587/hydroxyzine-hydrochloride
15,Hylan G-F 20,1,https://medex.com.bd/generics/1559/hylan-g-f-20
16,Hyoscine Butylbromide,34,https://medex.com.bd/generics/588/hyoscine-butylbromide
17,Hyoscine Hydrobromide,6,https://medex.com.bd/generics/589/hyoscine-hydrobromide
18,Hypromellose,16,https://medex.com.bd/generics/1544/hypromellose
19,Hypromellose + Carbomer,1,https://medex.com.bd/generics/591/hypromellose-carbomer
0,Ibandronic Acid,16,https://medex.com.bd/generics/592/ibandronic-acid
1,Ibandronic Acid & Calcium Orotate,8,https://medex.com.bd/generics/1199/ibandronic-acid-calcium-orotate
2,Ibandronic Acid + Algae Calcium + Vitamin D3,1,https://medex.com.bd/generics/2090/ibandronic-acid-algae-calcium-vitamin-d3
3,Ibandronic Acid + Coral Calcium + Vitamin D3,8,https://medex.com.bd/generics/1571/ibandronic-acid-coral-calcium-vitamin-d3
4,Ibrutinib,8,https://medex.com.bd/generics/1382/ibrutinib
5,Ibuprofen,40,https://medex.com.bd/generics/593/ibuprofen
6,Icosapent Ethyl,1,https://medex.com.bd/generics/2204/icosapent-ethyl
7,Idarubicin Hydrochloride,1,https://medex.com.bd/generics/2135/idarubicin-hydrochloride
8,Ifosfamide,9,https://medex.com.bd/generics/595/ifosfamide
9,Iloperidone,2,https://medex.com.bd/generics/599/iloperidone
10,Imatinib Mesylate,27,https://medex.com.bd/generics/596/imatinib-mesylate
11,Imeglimin Hydrochloride,5,https://medex.com.bd/generics/2206/imeglimin-hydrochloride
12,Imipenem + Cilastatin,11,https://medex.com.bd/generics/255/imipenem-cilastatin
13,Imipramine Hydrochloride,5,https://medex.com.bd/generics/597/imipramine-hydrochloride
14,Imiquimod,2,https://medex.com.bd/generics/1423/imiquimod
15,Immortelle + Sensiva + Citrofol & Others,1,https://medex.com.bd/generics/2106/immortelle-sensiva-citrofol-others
16,Inactivated Hepatitis A vaccine,3,https://medex.com.bd/generics/1509/inactivated-hepatitis-a-vaccine
17,Inactivated Influenza Vaccine,2,https://medex.com.bd/generics/606/inactivated-influenza-vaccine
18,Indacaterol + Glycopyrronium,11,https://medex.com.bd/generics/1676/indacaterol-glycopyrronium
19,Indacaterol + Glycopyrronium + Mometasone Furoate,4,https://medex.com.bd/generics/2059/indacaterol-glycopyrronium-mometasone-furoate
0,Indacaterol Maleate,13,https://medex.com.bd/generics/601/indacaterol-maleate
1,Indacaterol Maleate + Glycopyrronium Bromide,1,https://medex.com.bd/generics/2422/indacaterol-maleate-glycopyrronium-bromide
2,Indapamide,12,https://medex.com.bd/generics/603/indapamide
3,Indapamide + Amlodipine,2,https://medex.com.bd/generics/2032/indapamide-amlodipine
4,Indomethacin (Oral),18,https://medex.com.bd/generics/605/indomethacin-oral
5,Indomethacin (Rectal),3,https://medex.com.bd/generics/1802/indomethacin-rectal
6,Infliximab,1,https://medex.com.bd/generics/1552/infliximab
7,Inhaler device,16,https://medex.com.bd/generics/2099/inhaler-device
8,Insulin Aspart,3,https://medex.com.bd/generics/610/insulin-aspart
9,Insulin Aspart [Protamine Crystallised],6,https://medex.com.bd/generics/1504/insulin-aspart-protamine-crystallised
10,Insulin Aspart + Insulin Aspart Protamine,2,https://medex.com.bd/generics/2066/insulin-aspart-insulin-aspart-protamine
11,Insulin Degludec,1,https://medex.com.bd/generics/612/insulin-degludec
12,Insulin Degludec + Insulin Aspart Premixed,1,https://medex.com.bd/generics/618/insulin-degludec-insulin-aspart-premixed
13,Insulin Detemir,1,https://medex.com.bd/generics/613/insulin-detemir
14,Insulin device & needle,14,https://medex.com.bd/generics/2155/insulin-device-needle
15,Insulin Glargine,11,https://medex.com.bd/generics/614/insulin-glargine
16,Insulin Glulisine,2,https://medex.com.bd/generics/615/insulin-glulisine
17,Insulin Human [rDNA],30,https://medex.com.bd/generics/1225/insulin-human-rdna
18,Insulin Lispro,2,https://medex.com.bd/generics/616/insulin-lispro
19,Insulin Lispro Protamine + Insulin Lispro,3,https://medex.com.bd/generics/617/insulin-lispro-protamine-insulin-lispro
0,Interferon Alfa-2a [Recombinant],1,https://medex.com.bd/generics/619/interferon-alfa-2a-recombinant
1,Intravenous fat emulsion,4,https://medex.com.bd/generics/951/intravenous-fat-emulsion
2,Iodixanol,2,https://medex.com.bd/generics/1417/iodixanol
3,Iohexol,3,https://medex.com.bd/generics/621/iohexol
4,Iopamidol,7,https://medex.com.bd/generics/623/iopamidol
5,Ipratropium Bromide,7,https://medex.com.bd/generics/1309/ipratropium-bromide
6,Irbesartan,9,https://medex.com.bd/generics/626/irbesartan
7,Irbesartan + Hydrochlorothiazide,5,https://medex.com.bd/generics/565/irbesartan-hydrochlorothiazide
8,Irinotecan Hydrochloride,8,https://medex.com.bd/generics/658/irinotecan-hydrochloride
9,Iron + Folic Acid + Vitamin A + Vitamin C + Zinc,2,https://medex.com.bd/generics/659/iron-folic-acid-vitamin-a-vitamin-c-zinc
10,Iron + Folic acid + Vitamin B complex + Vitamin C,18,https://medex.com.bd/generics/628/iron-folic-acid-vitamin-b-complex-vitamin-c
11,Iron + Folic Acid + Vitamin B Complex + Vitamine C + Zinc Sulfate,14,https://medex.com.bd/generics/629/iron-folic-acid-vitamin-b-complex-vitamine-c-zinc-sulfate
12,Iron Polymaltose Complex,4,https://medex.com.bd/generics/630/iron-polymaltose-complex
13,Iron Polymaltose Complex + Folic Acid + Zinc + Vitamin B-Complex,12,https://medex.com.bd/generics/405/iron-polymaltose-complex-folic-acid-zinc-vitamin-b-complex
14,Iron Polymaltose Complex + Folic Acid + Zinc Sulfate,9,https://medex.com.bd/generics/407/iron-polymaltose-complex-folic-acid-zinc-sulfate
15,Iron Polymaltose Complex + Vitamin B Complex + Zinc,23,https://medex.com.bd/generics/631/iron-polymaltose-complex-vitamin-b-complex-zinc
16,Iron Sucrose,29,https://medex.com.bd/generics/406/iron-sucrose
17,Irrigating Solution,1,https://medex.com.bd/generics/1572/irrigating-solution
18,Isoflurane,5,https://medex.com.bd/generics/633/isoflurane
19,Isopropyl alcohol,2,https://medex.com.bd/generics/1823/isopropyl-alcohol
0,Isopropyl Alcohol + Hydrogen Peroxide + Glycerol,25,https://medex.com.bd/generics/1306/isopropyl-alcohol-hydrogen-peroxide-glycerol
1,Isosorbide Dinitrate + Hydralazine Hydrochloride,1,https://medex.com.bd/generics/2415/isosorbide-dinitrate-hydralazine-hydrochloride
2,Isosorbide Mononitrate,6,https://medex.com.bd/generics/639/isosorbide-mononitrate
3,Isotretinoin (Oral),8,https://medex.com.bd/generics/640/isotretinoin-oral
4,Isotretinoin (Topical),2,https://medex.com.bd/generics/1869/isotretinoin-topical
5,Istradefylline,1,https://medex.com.bd/generics/2082/istradefylline
6,Itopride Hydrochloride,12,https://medex.com.bd/generics/2191/itopride-hydrochloride
7,Itraconazole,38,https://medex.com.bd/generics/643/itraconazole
8,Ivabradine,14,https://medex.com.bd/generics/1152/ivabradine
9,Ivermectin (Tablet),43,https://medex.com.bd/generics/644/ivermectin-tablet
10,Ivermectin (Topical),2,https://medex.com.bd/generics/1472/ivermectin-topical
11,Ivosidenib,1,https://medex.com.bd/generics/2442/ivosidenib
12,Kanamycin,1,https://medex.com.bd/generics/1622/kanamycin
13,Ketamine Hydrochloride,5,https://medex.com.bd/generics/645/ketamine-hydrochloride
14,Ketoconazole,39,https://medex.com.bd/generics/1627/ketoconazole
15,Ketoconazole + Zinc Pyrithione + Aleovera,2,https://medex.com.bd/generics/2413/ketoconazole-zinc-pyrithione-aleovera
16,Ketoprofen,20,https://medex.com.bd/generics/647/ketoprofen
17,Ketoprofen (Topical),2,https://medex.com.bd/generics/1773/ketoprofen-topical
18,Ketorolac Tromethamine,230,https://medex.com.bd/generics/648/ketorolac-tromethamine
19,Ketotifen Fumarate (Ophthalmic),16,https://medex.com.bd/generics/1311/ketotifen-fumarate-ophthalmic
0,Ketotifen Fumarate (Oral),97,https://medex.com.bd/generics/649/ketotifen-fumarate-oral
1,L-arginie + Proanthocyanidin + Folic Acid + Zinc,1,https://medex.com.bd/generics/2026/l-arginie-proanthocyanidin-folic-acid-zinc
2,L-Asparginase,2,https://medex.com.bd/generics/2107/l-asparginase
3,L-Lysine Hydrochloride,2,https://medex.com.bd/generics/650/l-lysine-hydrochloride
4,L-Ornithine L-Aspartate,9,https://medex.com.bd/generics/1440/l-ornithine-l-aspartate
5,L-Ornithine L-Aspartate + Pancreatin,1,https://medex.com.bd/generics/1339/l-ornithine-l-aspartate-pancreatin
6,Labetalol Hydrochloride,9,https://medex.com.bd/generics/1821/labetalol-hydrochloride
7,Lacidipine,4,https://medex.com.bd/generics/652/lacidipine
8,Lacosamide,5,https://medex.com.bd/generics/1418/lacosamide
9,Lactase,3,https://medex.com.bd/generics/1151/lactase
10,Lactic Acid,5,https://medex.com.bd/generics/2185/lactic-acid
11,Lactic acid + Citric acid + Potassium bitartrate,3,https://medex.com.bd/generics/1837/lactic-acid-citric-acid-potassium-bitartrate
12,Lactic Acid + Natural Plant Extract,3,https://medex.com.bd/generics/1875/lactic-acid-natural-plant-extract
13,Lactitol Monohydrate,6,https://medex.com.bd/generics/661/lactitol-monohydrate
14,Lactobacillus Rhamnosus GG,1,https://medex.com.bd/generics/2008/lactobacillus-rhamnosus-gg
15,Lactulose,50,https://medex.com.bd/generics/653/lactulose
16,Lamivudine [For Chronic Hepatitis B],4,https://medex.com.bd/generics/1312/lamivudine-for-chronic-hepatitis-b
17,Lamivudine [For HIV Infection],1,https://medex.com.bd/generics/654/lamivudine-for-hiv-infection
18,Lamivudine + Zidovudine,2,https://medex.com.bd/generics/655/lamivudine-zidovudine
19,Lamivudine + Zidovudine + Nevirapine,1,https://medex.com.bd/generics/662/lamivudine-zidovudine-nevirapine
0,Lamotrigine,15,https://medex.com.bd/generics/656/lamotrigine
1,Lansoprazole,20,https://medex.com.bd/generics/663/lansoprazole
2,Lansoprazole + Amoxicillin + Clarithromycin,3,https://medex.com.bd/generics/76/lansoprazole-amoxicillin-clarithromycin
3,Lanthanum Carbonate,1,https://medex.com.bd/generics/1844/lanthanum-carbonate
4,Lapatinib,7,https://medex.com.bd/generics/664/lapatinib
5,Larotrectinib,3,https://medex.com.bd/generics/1894/larotrectinib
6,Lasmiditan Hemisuccinate,8,https://medex.com.bd/generics/2072/lasmiditan-hemisuccinate
7,Latanoprost,3,https://medex.com.bd/generics/666/latanoprost
8,Latanoprost + Timolol,2,https://medex.com.bd/generics/665/latanoprost-timolol
9,Latanoprostene Bunod,1,https://medex.com.bd/generics/2372/latanoprostene-bunod
10,Latex condom [Amore],2,https://medex.com.bd/generics/2401/latex-condom-amore
11,Latex condom [Hero],1,https://medex.com.bd/generics/2398/latex-condom-hero
12,Latex condom [Panther],2,https://medex.com.bd/generics/2389/latex-condom-panther
13,Latex condom [Raja Super],1,https://medex.com.bd/generics/2402/latex-condom-raja-super
14,Latex condom [Sensation],3,https://medex.com.bd/generics/2396/latex-condom-sensation
15,Latex condom [SKINS],5,https://medex.com.bd/generics/2399/latex-condom-skins
16,Latex condom [U & ME],2,https://medex.com.bd/generics/2397/latex-condom-u-me
17,Latex condom [Xtreme],2,https://medex.com.bd/generics/2400/latex-condom-xtreme
18,Ledipasvir + Sofosbuvir,7,https://medex.com.bd/generics/667/ledipasvir-sofosbuvir
19,Lefamulin Acetate,8,https://medex.com.bd/generics/2096/lefamulin-acetate
0,Leflunomide,3,https://medex.com.bd/generics/668/leflunomide
1,Lenalidomide,8,https://medex.com.bd/generics/669/lenalidomide
2,Lenograstim,1,https://medex.com.bd/generics/670/lenograstim
3,Lenvatinib Mesylate,15,https://medex.com.bd/generics/1389/lenvatinib-mesylate
4,Lercanidipine Hydrochloride,3,https://medex.com.bd/generics/671/lercanidipine-hydrochloride
5,Letrozole,17,https://medex.com.bd/generics/672/letrozole
6,Leuprorelin Acetate,2,https://medex.com.bd/generics/673/leuprorelin-acetate
7,Levamisole Hydrochloride,19,https://medex.com.bd/generics/674/levamisole-hydrochloride
8,Levamlodipine Maleate,20,https://medex.com.bd/generics/1828/levamlodipine-maleate
9,Levetiracetam,61,https://medex.com.bd/generics/675/levetiracetam
10,Levocarnitine,9,https://medex.com.bd/generics/677/levocarnitine
11,Levocetirizine Dihydrochloride,30,https://medex.com.bd/generics/678/levocetirizine-dihydrochloride
12,Levodopa + Benserazide,10,https://medex.com.bd/generics/1657/levodopa-benserazide
13,Levodopa + Carbidopa (Conventional release),25,https://medex.com.bd/generics/199/levodopa-carbidopa-conventional-release
14,Levodopa + Carbidopa (Extended release),4,https://medex.com.bd/generics/2410/levodopa-carbidopa-extended-release
15,Levodopa + Carbidopa (Prolonged release),5,https://medex.com.bd/generics/1827/levodopa-carbidopa-prolonged-release
16,Levodopa + Carbidopa + Entacapone,17,https://medex.com.bd/generics/198/levodopa-carbidopa-entacapone
17,Levofloxacin (Ophthalmic),37,https://medex.com.bd/generics/1313/levofloxacin-ophthalmic
18,Levofloxacin Hemihydrate,128,https://medex.com.bd/generics/680/levofloxacin-hemihydrate
